Subsystem;Alarm Description;ALID;SetEventCEID;ClearEventCEID;Alarm Code
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF High Delivered Power' is out of set limits. Immediate process abort is necessary.;218504;218505;218506;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF Low Active Frequency' is out of set limits. Operator decision is necessary before unloading.;218507;218508;218509;ParameterControlWarning
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'N2+/O2 Intensity Peak Proportion' is out of set limits. Immediate process abort is necessary.;218510;218511;218512;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'O2/N2+ Intensity Peak Proportion' is out of set limits. Process start is not possible.;218513;218514;218515;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF Low Power Setpoint' is out of set limits. Process start is not possible.;218516;218517;218518;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'O2/N2+ Intensity Peak Proportion' is out of set limits. Immediate operator decision is necessary.;218519;218520;218521;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF High Delivered Power' is out of set limits. Load of substrates onto module is not possible.;218522;218523;218524;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF High DC Bias Voltage' is out of set limits. Immediate process abort is necessary.;218525;218526;218527;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'HO/O2 Intensity Peak Proportion' is out of set limits. Immediate process abort is necessary.;218528;218529;218530;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'O2 Intensity Peak' is out of set limits. Process start is not possible.;218531;218532;218533;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'Bottom Chuck Temperature' is out of set limits. Operator decision is necessary before unloading.;218534;218535;218536;ParameterControlWarning
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'Observation Pressure' is out of set limits. Immediate process abort is necessary.;218537;218538;218539;ParameterControlError
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'N2+ Intensity Peak' is out of set limits. Operator decision is necessary before starting next process step.;218540;218541;218542;ParameterControlError
GeminiFB.PP1.D.LTM;CheckModuleForProcess failed - BeforeStartIdleProcess canceled;218543;218544;218545;EquipmentSafety
GeminiFB.PP1.D.LTM.DataValueMonitoringSystem;Monitored data value 'RF Low Power Setpoint' is out of set limits. Load of substrates onto module is not possible.;218546;218547;218548;ParameterControlError
GeminiFB.PP1.D.LTM;An unexpected failure occurred. Please contact EVG TechSupport.;218549;218550;218551;IrrecoverableError
GeminiFB.PP1.D.LTM;Waterflow is missing;218552;218553;218554;EquipmentSafety
GeminiFB.PP1.D.LTM;The bondchuck was removed unexpected;218555;218556;218557;IrrecoverableError
GeminiFB.PP1.D.LTM.Gate;Timeout Gate Open;218558;218559;218560;EquipmentSafety
GeminiFB.PP1.D.LTM.Gate;Timeout Gate Close;218561;218562;218563;EquipmentSafety
GeminiFB.PP1.D.LTM.Gate;IO Configuration Error;218564;218565;218566;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Gate;Gate blocked;218567;218568;218569;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Gate;Gate in undefined state;218570;218571;218572;EquipmentSafety
GeminiFB.PP1.D.LTM.Liner;Error moving Liner down;218573;218574;218575;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Liner;Timeout moving Liner up;218576;218577;218578;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Liner;Timeout moving Liner down;218579;218580;218581;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Liner;Error moving Liner up;218582;218583;218584;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.LoadingPins;Error Homing LoadingPins;218585;218586;218587;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.LoadingPins;Loading Pins Service Required. Please reset counter 'Loading pins Driven distance since last service' after servicing.;218588;218589;218590;EquipmentSafety
GeminiFB.PP1.D.LTM.LoadingPins;Error Moving LoadingPins;218591;218592;218593;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.LoadingPins;Timeout Moving LoadingPins;218594;218595;218596;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.LoadingPins;Axis Configuration Error;218597;218598;218599;IrrecoverableError
GeminiFB.PP1.D.LTM.LoadingPins;Move to Distance failed;218600;218601;218602;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.MaintenaceProcess;An Error Occurred during Manual Process;218603;218604;218605;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.MaintenaceProcess;Invalid Recipe for manual Process;218606;218607;218608;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Plasma Activation;Activation Counter warning limit reached. Please check Plasma Chuck!;218609;218610;218611;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Plasma Activation;Recipe Timeout while waiting for defined RF power;218612;218613;218614;ParameterControlError
GeminiFB.PP1.D.LTM.Plasma Activation;Activation Counter stop limit reached. Please check Plasma Chuck!;218615;218616;218617;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on retrieving intensity peak for wavelength range.;218618;218619;218620;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Timeout while establishing communication;218621;218622;218623;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on determine OES darkfield;218624;218625;218626;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on disconnecting from OES device;218627;218628;218629;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on communicating with OES device. Device is currently not connected/running.;218630;218631;218632;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on stopping OES recording;218633;218634;218635;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on communicating with OES device, alive check failed.;218636;218637;218638;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on starting OES recording;218639;218640;218641;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on retrieving intensity average value for channel.;218642;218643;218644;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.OESRemoteRecorder;Error on establishing communication to OES device;218645;218646;218647;ParameterControlWarning
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Error while starting Activation;218648;218649;218650;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Reflected power higher than SW Limit;218651;218652;218653;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Activation is active but Forward Power is zero.;218654;218655;218656;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Error on stopping Activation;218657;218658;218659;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;RF Generator current limit reached!;218660;218661;218662;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Activation time of three minutes exceeded - hardware stopped activation!;218663;218664;218665;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Activation not active but RFGenerator output power on!;218666;218667;218668;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;RF Generator Interlock loop is open - no activation possible!;218669;218670;218671;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;Communication with RFGenerator failed;218672;218673;218674;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;RF Generator output power not on!;218675;218676;218677;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.High Frequency;RF Generator over temp limit reached!;218678;218679;218680;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Error while starting Activation;218681;218682;218683;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Reflected power higher than SW Limit;218684;218685;218686;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Activation is active but Forward Power is zero.;218687;218688;218689;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Error on stopping Activation;218690;218691;218692;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;RF Generator current limit reached!;218693;218694;218695;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Activation time of three minutes exceeded - hardware stopped activation!;218696;218697;218698;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Activation not active but RFGenerator output power on!;218699;218700;218701;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;RF Generator Interlock loop is open - no activation possible!;218702;218703;218704;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;Communication with RFGenerator failed;218705;218706;218707;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;RF Generator output power not on!;218708;218709;218710;IrrecoverableError
GeminiFB.PP1.D.LTM.Plasma Activation.Plasma Activation.Low Frequency;RF Generator over temp limit reached!;218711;218712;218713;IrrecoverableError
GeminiFB.PP1.D.LTM.ProcessInterceptionSystem;One or more exception conditions are active that interrupts the next process step. Check alarm view for details.;218714;218715;218716;ParameterControlError
GeminiFB.PP1.D.LTM.ProcessInterceptionSystem;One or more exception conditions are active that prevents load to module. Check alarm view for details.;218717;218718;218719;ParameterControlError
GeminiFB.PP1.D.LTM.ProcessInterceptionSystem;One or more exception conditions are active that interrupts unload of substrate. Check alarm view for details.;218720;218721;218722;ParameterControlError
GeminiFB.PP1.D.LTM.ProcessInterceptionSystem;One or more exception conditions are active that requires immediate process interruption. Check alarm view for details.;218723;218724;218725;ParameterControlError
GeminiFB.PP1.D.LTM.Substrate;The material can not be unloaded automatically because the handling type is ambiguous.;218726;218727;218728;IrrecoverableError
GeminiFB.PP1.D.LTM.Substrate;The handling system was not able to unload the substrate from the loading pins.;218729;218730;218731;EquipmentSafety
GeminiFB.PP1.D.LTM.Substrate;The handling system was not able to load the substrate onto the loading pins.;218732;218733;218734;EquipmentSafety
GeminiFB.PP1.D.LTM.Vacuumsystem;Timeout occurred during Vacuum Command;218735;218736;218737;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem;Error during Vacuum Command;218738;218739;218740;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem;Switching Substratevacuum currently not possible;218741;218742;218743;EquipmentSafety
GeminiFB.PP1.D.LTM.Vacuumsystem;Recipe Timeout while waiting for defined chamber pressure;218744;218745;218746;ParameterControlError
GeminiFB.PP1.D.LTM.Vacuumsystem.Base Purge Line 1;Error switching purge line;218747;218748;218749;IrrecoverableError
GeminiFB.PP1.D.LTM.Vacuumsystem.Base Purge Line 1;Process gas missing;218750;218751;218752;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Bypass Valve;Error switching Valve;218753;218754;218755;IrrecoverableError
GeminiFB.PP1.D.LTM.Vacuumsystem.Bypass Valve;Valve Feedback does not match current state;218756;218757;218758;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Bypass Valve.FeedBack;IO Configuration Error;218759;218760;218761;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Chamber Valve;Error switching Valve;218762;218763;218764;IrrecoverableError
GeminiFB.PP1.D.LTM.Vacuumsystem.Chamber Valve;Valve Feedback does not match current state;218765;218766;218767;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Chamber Valve.FeedBack;IO Configuration Error;218768;218769;218770;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Controller;Devicestate of Vacuumcontroller not executing;218771;218772;218773;IrrecoverableError
GeminiFB.PP1.D.LTM.Vacuumsystem.Controller;Error setting Vacuumcontroller;218774;218775;218776;IrrecoverableError
GeminiFB.PP1.D.LTM.Vacuumsystem;An error occurred during Leak rate check;218777;218778;218779;EquipmentStatusWarning
GeminiFB.PP1.D.LTM.Vacuumsystem.Gauge;Devicestate of Vacuumgauge not executing;218780;218781;218782;IrrecoverableError
